Date,Symbol,Long,Short,Change Long,Change Short,Net positions,Total positions,Open interest
2019-01-29 00:00:00,CHEESE (CASH,3720,13307,478,249,-9587,17027,26001
2018-12-04 00:00:00,CHEESE (CASH,3930,14810,89,-222,-10880,18740,28175
2018-12-11 00:00:00,CHEESE (CASH,3167,11994,-763,-2816,-8827,15161,24483
2018-12-18 00:00:00,CHEESE (CASH,2913,12595,-254,601,-9682,15508,24979
2018-12-24 00:00:00,CHEESE (CASH,2900,13596,-13,1001,-10696,16496,26007
2018-12-31 00:00:00,CHEESE (CASH,3013,13560,113,-36,-10547,16573,26471
2018-11-06 00:00:00,CHEESE (CASH,3505,13963,-983,-2225,-10458,17468,24323
2018-11-13 00:00:00,CHEESE (CASH,3572,14246,67,283,-10674,17818,25089
2018-11-20 00:00:00,CHEESE (CASH,3677,14883,105,637,-11206,18560,26550
2018-11-27 00:00:00,CHEESE (CASH,3841,15032,164,149,-11191,18873,27338
2018-10-02 00:00:00,CHEESE (CASH,3828,13663,120,592,-9835,17491,24224
2018-10-09 00:00:00,CHEESE (CASH,3476,12895,-352,-768,-9419,16371,21966
2018-10-16 00:00:00,CHEESE (CASH,3607,14291,131,1396,-10684,17898,23989
2018-10-23 00:00:00,CHEESE (CASH,4191,15595,584,1304,-11404,19786,26277
2018-10-30 00:00:00,CHEESE (CASH,4488,16188,297,593,-11700,20676,27913
2018-09-04 00:00:00,CHEESE (CASH,2839,11018,-754,-2942,-8179,13857,20887
2018-09-11 00:00:00,CHEESE (CASH,3294,12069,455,1051,-8775,15363,22113
2018-09-18 00:00:00,CHEESE (CASH,3509,12283,215,214,-8774,15792,22886
2018-09-29 00:00:00,CHEESE (CASH,3708,13071,199,788,-9363,16779,23625
2018-08-07 00:00:00,CHEESE (CASH,3007,12959,-128,-1622,-9952,15966,23258
2018-08-14 00:00:00,CHEESE (CASH,3088,13069,81,110,-9981,16157,23441
2018-08-21 00:00:00,CHEESE (CASH,3635,13928,547,859,-10293,17563,24615
2018-08-28 00:00:00,CHEESE (CASH,3593,13960,-42,32,-10367,17553,24885
2018-07-03 00:00:00,CHEESE (CASH,2304,13826,238,438,-11522,16130,26532
2018-07-10 00:00:00,CHEESE (CASH,2552,13409,248,-417,-10857,15961,24648
2018-07-17 00:00:00,CHEESE (CASH,2937,14008,385,599,-11071,16945,25448
2018-07-24 00:00:00,CHEESE (CASH,3073,14416,136,408,-11343,17489,26051
2018-07-31 00:00:00,CHEESE (CASH,3135,14581,62,165,-11446,17716,26300
2018-06-05 00:00:00,CHEESE (CASH,1460,11585,-23,-934,-10125,13045,23066
2018-06-12 00:00:00,CHEESE (CASH,1450,11921,-10,336,-10471,13371,23664
2018-06-19 00:00:00,CHEESE (CASH,1730,12752,280,831,-11022,14482,24889
2018-06-26 00:00:00,CHEESE (CASH,2066,13388,336,636,-11322,15454,25989
2018-05-01 00:00:00,CHEESE (CASH,1849,13285,51,241,-11436,15134,25814
2018-05-08 00:00:00,CHEESE (CASH,1558,11845,-291,-1440,-10287,13403,22846
2018-05-15 00:00:00,CHEESE (CASH,1519,12122,-39,277,-10603,13641,23670
2018-05-22 00:00:00,CHEESE (CASH,1535,12629,16,507,-11094,14164,24670
2018-05-29 00:00:00,CHEESE (CASH,1483,12519,-52,-110,-11036,14002,25157
2018-04-03 00:00:00,CHEESE (CASH,2061,14575,52,181,-12514,16636,27612
2018-04-10 00:00:00,CHEESE (CASH,1724,12623,-337,-1952,-10899,14347,24641
2018-04-17 00:00:00,CHEESE (CASH,1735,12900,11,277,-11165,14635,25235
2018-04-24 00:00:00,CHEESE (CASH,1798,13044,63,144,-11246,14842,25576
2018-03-06 00:00:00,CHEESE (CASH,1739,13237,-257,-1277,-11498,14976,25428
2018-03-13 00:00:00,CHEESE (CASH,1890,13769,151,532,-11879,15659,26162
2018-03-20 00:00:00,CHEESE (CASH,1915,14059,25,290,-12144,15974,26687
2018-03-27 00:00:00,CHEESE (CASH,2009,14394,94,335,-12385,16403,27234
2018-02-06 00:00:00,CHEESE (CASH,1977,13497,-28,-1774,-11520,15474,27561
2018-02-13 00:00:00,CHEESE (CASH,1989,13712,12,215,-11723,15701,28054
2018-02-20 00:00:00,CHEESE (CASH,1990,13738,1,26,-11748,15728,28034
2018-02-27 00:00:00,CHEESE (CASH,1996,14514,6,776,-12518,16510,28424
2018-01-02 00:00:00,CHEESE (CASH,1579,14591,50,-66,-13012,16170,28680
2018-01-09 00:00:00,CHEESE (CASH,1642,14063,63,-528,-12421,15705,27686
2018-01-16 00:00:00,CHEESE (CASH,1678,14787,36,724,-13109,16465,28807
2018-01-23 00:00:00,CHEESE (CASH,1821,14892,143,105,-13071,16713,29319
2018-01-30 00:00:00,CHEESE (CASH,2005,15271,184,379,-13266,17276,30314
2017-12-05 00:00:00,CHEESE (CASH,1229,12648,-196,-1022,-11419,13877,25013
2017-12-12 00:00:00,CHEESE (CASH,1177,13491,-52,843,-12314,14668,26186
2017-12-19 00:00:00,CHEESE (CASH,1460,14414,283,923,-12954,15874,27847
2017-12-26 00:00:00,CHEESE (CASH,1529,14657,69,243,-13128,16186,28423
2017-11-07 00:00:00,CHEESE (CASH,1038,10876,-74,-123,-9838,11914,21834
2017-11-14 00:00:00,CHEESE (CASH,1169,11855,131,979,-10686,13024,23342
2017-11-21 00:00:00,CHEESE (CASH,1348,13192,179,1337,-11844,14540,25868
2017-11-28 00:00:00,CHEESE (CASH,1425,13670,77,478,-12245,15095,26950
2017-10-03 00:00:00,CHEESE (CASH,2060,11178,-139,-18,-9118,13238,20893
2017-10-10 00:00:00,CHEESE (CASH,1404,9314,-656,-1864,-7910,10718,18261
2017-10-17 00:00:00,CHEESE (CASH,1361,9932,-43,618,-8571,11293,19782
2017-10-24 00:00:00,CHEESE (CASH,1166,10455,-195,523,-9289,11621,20932
2017-10-31 00:00:00,CHEESE (CASH,1112,10999,-54,544,-9887,12111,22049
2017-09-05 00:00:00,CHEESE (CASH,2183,10357,23,-1322,-8174,12540,18374
2017-09-12 00:00:00,CHEESE (CASH,2608,11075,425,718,-8467,13683,19683
2017-09-19 00:00:00,CHEESE (CASH,2635,11430,27,355,-8795,14065,20735
2017-09-26 00:00:00,CHEESE (CASH,2199,11196,-436,-234,-8997,13395,20596
2017-08-01 00:00:00,CHEESE (CASH,3040,13925,-48,-42,-10885,16965,22396
2017-08-08 00:00:00,CHEESE (CASH,2100,11292,-940,-2633,-9192,13392,18993
2017-08-15 00:00:00,CHEESE (CASH,1960,11555,-140,263,-9595,13515,19474
2017-08-22 00:00:00,CHEESE (CASH,1807,11499,-153,-56,-9692,13306,19701
2017-08-29 00:00:00,CHEESE (CASH,2160,11679,353,180,-9519,13839,20413
2017-07-03 00:00:00,CHEESE (CASH,2930,13625,-854,-2615,-10695,16555,21409
2017-07-11 00:00:00,CHEESE (CASH,2934,13608,4,-17,-10674,16542,21666
2017-07-18 00:00:00,CHEESE (CASH,2970,13461,36,-147,-10491,16431,21684
2017-07-25 00:00:00,CHEESE (CASH,3088,13967,118,506,-10879,17055,22350
2017-06-06 00:00:00,CHEESE (CASH,3547,15657,-1268,-3613,-12110,19204,22870
2017-06-13 00:00:00,CHEESE (CASH,3585,15888,38,231,-12303,19473,23397
2017-06-20 00:00:00,CHEESE (CASH,3768,16291,183,403,-12523,20059,24245
2017-06-27 00:00:00,CHEESE (CASH,3784,16240,16,-51,-12456,20024,24554
2017-05-02 00:00:00,CHEESE (CASH,7083,22579,95,212,-15496,29662,31301
2017-05-09 00:00:00,CHEESE (CASH,5887,19680,-1196,-2899,-13793,25567,27067
2017-05-16 00:00:00,CHEESE (CASH,5471,19562,-416,-118,-14091,25033,26951
2017-05-23 00:00:00,CHEESE (CASH,5175,19549,-296,-13,-14374,24724,27115
