Date,Symbol,Long,Short,Change Long,Change Short,Net positions,Total positions,Open interest
2019-01-15 00:00:00,JAPANESE YEN ,38686,85107,-4041,-18934,-46421,123793,229295
2019-01-22 00:00:00,JAPANESE YEN ,28403,68070,-10283,-17037,-39667,96473,212563
2019-01-29 00:00:00,JAPANESE YEN ,27001,60346,-1402,-7724,-33345,87347,204816
2018-12-04 00:00:00,JAPANESE YEN ,32717,142483,-3100,2342,-109766,175200,226835
2018-12-11 00:00:00,JAPANESE YEN ,25495,123101,-7222,-19382,-97606,148596,213055
2018-12-18 00:00:00,JAPANESE YEN ,26957,129728,1462,6627,-102771,156685,214868
2018-12-24 00:00:00,JAPANESE YEN ,33281,132370,6324,2642,-99089,165651,224458
2018-12-31 00:00:00,JAPANESE YEN ,32712,121335,-569,-11035,-88623,154047,216224
2018-11-06 00:00:00,JAPANESE YEN ,33060,122182,4206,1708,-89122,155242,209453
2018-11-13 00:00:00,JAPANESE YEN ,40192,142486,7132,20304,-102294,182678,231730
2018-11-20 00:00:00,JAPANESE YEN ,33462,133527,-6730,-8959,-100065,166989,223144
2018-11-27 00:00:00,JAPANESE YEN ,35817,140141,2355,6614,-104324,175958,231711
2018-10-02 00:00:00,JAPANESE YEN ,56074,170120,8821,38148,-114046,226194,252277
2018-10-09 00:00:00,JAPANESE YEN ,47034,162235,-9040,-7885,-115201,209269,253374
2018-10-16 00:00:00,JAPANESE YEN ,30096,130717,-16938,-31518,-100621,160813,211210
2018-10-23 00:00:00,JAPANESE YEN ,29922,122726,-174,-7991,-92804,152648,205643
2018-10-30 00:00:00,JAPANESE YEN ,28854,120474,-1068,-2252,-91620,149328,203113
2018-09-04 00:00:00,JAPANESE YEN ,47572,99504,-2658,3233,-51932,147076,185347
2018-09-11 00:00:00,JAPANESE YEN ,48057,101943,485,2439,-53886,150000,193428
2018-09-18 00:00:00,JAPANESE YEN ,49752,113507,1695,11564,-63755,163259,200221
2018-09-29 00:00:00,JAPANESE YEN ,47253,131972,-2499,18465,-84719,179225,215376
2018-08-07 00:00:00,JAPANESE YEN ,46136,108943,-1880,-7530,-62807,155079,187902
2018-08-14 00:00:00,JAPANESE YEN ,49369,107737,3233,-1206,-58368,157106,185834
2018-08-21 00:00:00,JAPANESE YEN ,54116,101522,4747,-6215,-47406,155638,189698
2018-08-28 00:00:00,JAPANESE YEN ,50230,96271,-3886,-5251,-46041,146501,185082
2018-07-03 00:00:00,JAPANESE YEN ,49990,88720,5560,10069,-38730,138710,168360
2018-07-10 00:00:00,JAPANESE YEN ,60563,100395,10573,11675,-39832,160958,182066
2018-07-17 00:00:00,JAPANESE YEN ,77021,135671,16458,35276,-58650,212692,215413
2018-07-24 00:00:00,JAPANESE YEN ,49993,123762,-27028,-11909,-73769,173755,200427
2018-07-31 00:00:00,JAPANESE YEN ,48016,116473,-1977,-7289,-68457,164489,197566
2018-06-05 00:00:00,JAPANESE YEN ,52060,55497,-11122,-15721,-3437,107557,146448
2018-06-12 00:00:00,JAPANESE YEN ,60609,55557,8549,60,5052,116166,166877
2018-06-19 00:00:00,JAPANESE YEN ,46565,82127,-14044,26570,-35562,128692,154641
2018-06-26 00:00:00,JAPANESE YEN ,44430,78651,-2135,-3476,-34221,123081,153566
2018-05-01 00:00:00,JAPANESE YEN ,57349,58754,-1904,84,-1405,116103,160337
2018-05-08 00:00:00,JAPANESE YEN ,51812,57274,-5537,-1480,-5462,109086,157576
2018-05-15 00:00:00,JAPANESE YEN ,64926,61246,13114,3972,3680,126172,163411
2018-05-22 00:00:00,JAPANESE YEN ,73836,76603,8910,15357,-2767,150439,175316
2018-05-29 00:00:00,JAPANESE YEN ,63182,71218,-10654,-5385,-8036,134400,171339
2018-04-03 00:00:00,JAPANESE YEN ,48053,44481,-8491,-15731,3572,92534,148818
2018-04-10 00:00:00,JAPANESE YEN ,49855,47094,1802,2613,2761,96949,151202
2018-04-17 00:00:00,JAPANESE YEN ,49433,46842,-422,-252,2591,96275,147319
2018-04-24 00:00:00,JAPANESE YEN ,59253,58670,9820,11828,583,117923,155237
2018-03-06 00:00:00,JAPANESE YEN ,50057,136902,5518,-4288,-86845,186959,277327
2018-03-13 00:00:00,JAPANESE YEN ,44296,123835,-5761,-13067,-79539,168131,279671
2018-03-20 00:00:00,JAPANESE YEN ,47902,69901,3606,-53934,-21999,117803,160250
2018-03-27 00:00:00,JAPANESE YEN ,56544,60212,8642,-9689,-3668,116756,162038
2018-02-06 00:00:00,JAPANESE YEN ,39108,151984,-8720,-10540,-112876,191092,249478
2018-02-13 00:00:00,JAPANESE YEN ,42299,157808,3191,5824,-115509,200107,260170
2018-02-20 00:00:00,JAPANESE YEN ,45634,153972,3335,-3836,-108338,199606,271271
2018-02-27 00:00:00,JAPANESE YEN ,44539,141190,-1095,-12782,-96651,185729,263066
2018-01-02 00:00:00,JAPANESE YEN ,39592,161358,-4677,1003,-121766,200950,230564
2018-01-09 00:00:00,JAPANESE YEN ,37376,162912,-2216,1554,-125536,200288,233144
2018-01-16 00:00:00,JAPANESE YEN ,38152,157502,776,-5410,-119350,195654,236305
2018-01-23 00:00:00,JAPANESE YEN ,37260,160130,-892,2628,-122870,197390,241136
2018-01-30 00:00:00,JAPANESE YEN ,47828,162524,10568,2394,-114696,210352,260237
2017-12-05 00:00:00,JAPANESE YEN ,34766,149033,-5027,-1400,-114267,183799,238077
2017-12-12 00:00:00,JAPANESE YEN ,31747,145870,-3019,-3163,-114123,177617,250581
2017-12-19 00:00:00,JAPANESE YEN ,36874,151247,5127,5377,-114373,188121,223424
2017-12-26 00:00:00,JAPANESE YEN ,44269,160355,7395,9108,-116086,204624,232428
2017-11-07 00:00:00,JAPANESE YEN ,54336,182184,-249,8730,-127848,236520,287936
2017-11-14 00:00:00,JAPANESE YEN ,49347,185346,-4989,3162,-135999,234693,283628
